decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score,w_random,w_worst,w_shaw
25,18,0,11,0,0,422.8975596413719,418.3972908457762,458.0339977073665,1.0,1.0,1.0
26,19,0,11,0,1,408.8346392064221,408.8346392064221,408.8346392064221,1.4000000000000001,1.2000000000000002,1.0444444444444445
27,20,2,9,0,0,408.8346392064221,408.8346392064221,427.48425362390657,1.4000000000000001,1.2000000000000002,1.0444444444444445
28,21,0,11,0,1,405.8977457669587,405.8977457669587,405.8977457669587,1.4000000000000001,1.2000000000000002,1.0444444444444445
29,22,0,9,0,1,404.5738662224644,404.5738662224644,404.5738662224644,1.4000000000000001,1.2000000000000002,1.0444444444444445
30,23,1,11,0,0,404.5738662224644,404.5738662224644,438.6811956341366,1.4000000000000001,1.2000000000000002,1.0444444444444445
31,24,0,11,0,1,396.8658955069366,396.8658955069366,396.8658955069366,1.4000000000000001,1.2000000000000002,1.0444444444444445
32,25,2,11,0,1,397.06589550693667,396.8658955069366,397.06589550693667,1.4000000000000001,1.2000000000000002,1.0444444444444445
33,26,2,10,0,0,397.06589550693667,396.8658955069366,404.77386622246445,1.4000000000000001,1.2000000000000002,1.0444444444444445
34,27,1,10,0,0,397.06589550693667,396.8658955069366,464.0351375833834,1.4000000000000001,1.2000000000000002,1.0444444444444445
