decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,8,1,0,437.69285683738474,437.69285683738474,
2,0,0,8,1,0,437.69285683738474,437.69285683738474,
3,0,0,8,1,0,437.69285683738474,437.69285683738474,
4,1,2,9,0,0,437.69285683738474,437.69285683738474,487.2047719672522
5,1,2,8,1,0,437.69285683738474,437.69285683738474,
6,2,2,8,0,0,437.69285683738474,437.69285683738474,467.9578092549217
7,2,1,10,1,0,437.69285683738474,437.69285683738474,
8,2,0,8,1,0,437.69285683738474,437.69285683738474,
9,3,0,10,0,0,437.69285683738474,437.69285683738474,469.2337214207548
10,4,2,8,0,0,437.69285683738474,437.69285683738474,440.0928568373848
11,4,1,10,1,0,437.69285683738474,437.69285683738474,
12,4,0,11,1,0,437.69285683738474,437.69285683738474,
13,4,1,10,1,0,437.69285683738474,437.69285683738474,
14,4,0,10,1,0,437.69285683738474,437.69285683738474,
15,4,0,9,1,0,437.69285683738474,437.69285683738474,
16,4,1,11,1,0,437.69285683738474,437.69285683738474,
17,4,2,8,1,0,437.69285683738474,437.69285683738474,
18,5,2,10,0,0,437.69285683738474,437.69285683738474,451.1343493412274
19,6,0,11,0,0,437.69285683738474,437.69285683738474,454.7829636907476
20,7,1,9,0,0,437.69285683738474,437.69285683738474,514.3269298903708
21,7,0,8,1,0,437.69285683738474,437.69285683738474,
22,7,0,8,1,0,437.69285683738474,437.69285683738474,
23,7,2,9,1,0,437.69285683738474,437.69285683738474,
24,7,1,11,1,0,437.69285683738474,437.69285683738474,
25,8,2,8,0,1,437.3348676260283,437.3348676260283,437.3348676260283
26,8,1,8,1,0,437.3348676260283,437.3348676260283,
27,9,2,9,0,1,436.51011897244905,436.51011897244905,436.51011897244905
28,10,2,8,0,1,437.21011897244915,436.51011897244905,437.21011897244915
29,11,1,10,0,1,436.2101189724491,436.2101189724491,436.2101189724491
30,12,1,10,0,1,438.350852718941,436.2101189724491,438.350852718941
31,13,1,8,0,1,436.2101189724491,436.2101189724491,436.2101189724491
32,13,2,9,1,0,436.2101189724491,436.2101189724491,
33,13,0,10,1,0,436.2101189724491,436.2101189724491,
34,14,0,8,0,1,436.51011897244916,436.2101189724491,436.51011897244916
35,15,0,10,0,0,436.51011897244916,436.2101189724491,444.3983745308298
36,16,1,9,0,1,436.2101189724491,436.2101189724491,436.2101189724491
37,17,2,9,0,1,437.3101189724491,436.2101189724491,437.3101189724491
38,18,1,9,0,1,437.3101189724491,436.2101189724491,437.3101189724491
39,19,2,10,0,1,437.3101189724491,436.2101189724491,437.3101189724491
40,20,0,10,0,1,437.18769463510057,436.2101189724491,437.18769463510057
41,21,2,8,0,1,437.40750109810386,436.2101189724491,437.40750109810386
42,22,1,7,0,1,437.1876946351006,436.2101189724491,437.1876946351006
43,22,2,7,1,0,437.1876946351006,436.2101189724491,
44,23,1,9,0,1,436.7876946351006,436.2101189724491,436.7876946351006
45,24,2,9,0,0,436.7876946351006,436.2101189724491,443.3427242530049
46,25,2,7,0,0,436.7876946351006,436.2101189724491,448.9237028360747
47,25,1,9,1,0,436.7876946351006,436.2101189724491,
48,26,0,8,0,1,437.4876946351006,436.2101189724491,437.4876946351006
49,26,1,9,1,0,437.4876946351006,436.2101189724491,
50,27,2,8,0,0,437.4876946351006,436.2101189724491,467.67666457577093
51,28,1,8,0,1,436.9876946351005,436.2101189724491,436.9876946351005
52,29,2,10,0,1,436.7876946351006,436.2101189724491,436.7876946351006
53,29,1,10,1,0,436.7876946351006,436.2101189724491,
54,29,1,9,1,0,436.7876946351006,436.2101189724491,
55,29,0,8,1,0,436.7876946351006,436.2101189724491,
56,30,1,8,0,0,436.7876946351006,436.2101189724491,448.9237028360747
57,31,0,8,0,1,435.7101189724492,435.7101189724492,435.7101189724492
58,32,2,10,0,0,435.7101189724492,435.7101189724492,444.88581912859615
59,32,0,8,1,0,435.7101189724492,435.7101189724492,
60,32,1,8,1,0,435.7101189724492,435.7101189724492,
61,33,0,8,0,0,435.7101189724492,435.7101189724492,444.88581912859615
62,33,1,8,1,0,435.7101189724492,435.7101189724492,
63,34,2,11,0,1,444.88581912859615,435.7101189724492,444.88581912859615
64,35,2,9,0,0,444.88581912859615,435.7101189724492,458.2311474090952
65,35,2,7,1,0,444.88581912859615,435.7101189724492,
66,35,1,10,1,0,444.88581912859615,435.7101189724492,
67,35,1,10,1,0,444.88581912859615,435.7101189724492,
68,35,0,9,1,0,444.88581912859615,435.7101189724492,
69,35,0,9,1,0,444.88581912859615,435.7101189724492,
70,35,0,7,1,0,444.88581912859615,435.7101189724492,
71,35,2,10,1,0,444.88581912859615,435.7101189724492,
72,35,1,8,1,0,444.88581912859615,435.7101189724492,
73,35,0,9,1,0,444.88581912859615,435.7101189724492,
74,36,2,9,0,1,444.68581912859617,435.7101189724492,444.68581912859617
75,36,2,8,1,0,444.68581912859617,435.7101189724492,
76,37,0,8,0,1,444.9858191285961,435.7101189724492,444.9858191285961
77,37,0,9,1,0,444.9858191285961,435.7101189724492,
78,37,0,9,1,0,444.9858191285961,435.7101189724492,
79,38,2,10,0,1,435.91011897244914,435.7101189724492,435.91011897244914
80,39,1,9,0,1,436.6876946351005,435.7101189724492,436.6876946351005
81,40,0,9,0,1,435.91011897244914,435.7101189724492,435.91011897244914
82,41,2,8,0,0,435.91011897244914,435.7101189724492,456.1281611391437
83,42,1,10,0,1,435.7101189724492,435.7101189724492,435.7101189724492
84,43,1,10,0,0,435.7101189724492,435.7101189724492,444.9858191285961
85,43,0,7,1,0,435.7101189724492,435.7101189724492,
86,43,1,9,1,0,435.7101189724492,435.7101189724492,
87,44,2,9,0,0,435.7101189724492,435.7101189724492,444.9858191285961
88,45,0,8,0,0,435.7101189724492,435.7101189724492,447.07281917452656
89,46,1,10,0,0,435.7101189724492,435.7101189724492,444.9858191285961
90,47,2,10,0,0,435.7101189724492,435.7101189724492,436.4101189724492
91,48,1,10,0,0,435.7101189724492,435.7101189724492,449.2481583494226
92,49,0,9,0,1,437.6101189724492,435.7101189724492,437.6101189724492
93,49,2,9,1,0,437.6101189724492,435.7101189724492,
94,50,2,10,0,0,437.6101189724492,435.7101189724492,446.8858191285961
